CONSUMO,RENDA,IDADE,LATITUDE,LONGITUDE,CLUSTER
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-23.53702,-46.67131,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-29.90965905,-51.18832043,0
AUTO PECAS,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-28.81672084,-52.50015506,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-26.91275561,-48.66033463,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-2.53679,-44.27175,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-29.84355085,-51.12651451,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-8.098128378,-34.93444568,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.34691508,-50.79739576,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",56.0,-10.748056,-62.215833,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-7.996823603,-34.88954986,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-32.168745,-52.160285,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-21.21693273,-50.42177273,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-25.49046526,-49.33383316,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-23.10414519,-47.23715278,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",65.0,-21.17311302,-50.45920907,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",35.0,-3.055260108,-59.93225805,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-15.58451432,-56.08663919,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-17.7926,-50.91962333,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-10.491505,-37.192145,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-7.887924143,-34.83710943,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",86.0,-18.7492,-44.417005,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-29.13098557,-51.17823586,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",50.0,-18.73650613,-44.42932065,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-2.988936714,-47.360348,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",52.0,-30.38052431,-56.45721319,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",,-23.63674,-46.57158,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",53.0,-8.35629,-36.69336,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-25.55092292,-49.17404358,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-22.6738116,-43.2566368,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-23.61577278,-46.45993889,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",64.0,-22.94344536,-43.18164536,0
AUTO PECAS,"DE R$ 1.900,00 A R$ 3.800,00",86.0,-25.4748,-49.13615133,0
POSTO DE GAS,"MAIOR QUE R$ 7.600,00",43.0,,,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",50.0,-7.741667,-35.227778,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-6.751233462,-51.07729308,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-25.49177,-49.32517,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-28.62682966,-56.01621889,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-29.92393103,-51.03656825,0
SUPERMERCADOS,"MAIOR QUE R$ 7.600,00",52.0,,,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-22.84539,-43.319575,0
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",68.0,-25.43946,-49.16411,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.64918,-50.81253,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",66.0,-20.89904444,-51.36922778,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.26156,-49.30113,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",32.0,-30.26040174,-54.91587739,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-18.74384,-44.45411,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-25.40226,-49.30239667,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-20.35561776,-40.36974701,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-14.95335649,-46.23976432,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",64.0,-30.32667846,-54.32350692,0
TRANS FINANC,"DE R$ 3.800,00 A R$ 7.600,00",64.0,-21.18834449,-47.83020769,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",67.0,-20.90264635,-51.38157667,0
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",90.0,-17.21354298,-46.8741166,0
HOSP E CLINICA,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-11.84645,-55.4868112,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-18.17049021,-47.94491875,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",40.0,-6.522958349,-49.86066423,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",45.0,-29.6435925,-50.78497265,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-3.056261588,-59.95040835,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-21.3631475,-50.289495,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",66.0,-21.28125617,-50.34649745,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-30.03835,-51.16228,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",42.0,-17.74233718,-48.59546128,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",76.0,,,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-8.066427689,-34.88961183,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",51.0,-21.24989226,-52.03308189,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",39.0,-3.56177129,-41.09082452,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",48.0,,,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-16.716755,-49.3449,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",53.0,-22.2504769,-42.52707138,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",37.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-30.03425647,-51.23631059,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-12.97661,-38.43164,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-15.58561,-56.1147,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-15.74523239,-49.34443463,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",40.0,-20.07863134,-51.10685598,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-22.88101636,-43.35970455,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-9.16216,-37.35869,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",51.0,-25.45226,-49.28781,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",57.0,-22.91198455,-43.20010364,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-23.14316432,-50.52253068,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",64.0,,,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-23.04715223,-47.00786968,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",45.0,-1.72678,-48.89267,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",57.0,-21.47267,-43.55701,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",42.0,-27.86490474,-53.78405921,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-22.97967632,-47.16780312,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",97.0,-21.456667,-43.5525,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-31.77024778,-52.33371556,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",57.0,-23.74546412,-46.68824519,0
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-30.05425831,-51.22404424,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",45.0,-21.15629347,-55.831845,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",39.0,-7.555565,-49.7044425,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",44.0,-14.7988,-39.03366,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-13.52836667,-48.21202,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-26.78084653,-50.98764112,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",106.0,-21.260833,-50.642778,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-17.77732839,-50.92658806,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",92.0,-21.20642094,-50.43461698,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",31.0,-13.19859263,-60.82617,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-20.52696,-43.69461,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",80.0,-28.52475254,-54.14856937,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,,,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",58.0,,,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",53.0,-23.1015225,-47.1805175,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,,,0
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",101.0,-29.86520316,-51.12341421,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-18.9424325,-48.302925,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-30.03581,-51.2228,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",44.0,-2.244444,-49.495833,0
SERVICO,"MAIOR QUE R$ 7.600,00",43.0,-30.03033529,-51.20785176,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",43.0,-12.93266956,-38.47770772,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-22.9108,-43.28717,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",38.0,-16.67759,-49.306255,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-30.14582,-51.217508,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",84.0,-18.79395638,-52.62866586,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",71.0,,,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",36.0,-8.046944462,-50.02379754,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,,,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",79.0,-21.28423444,-50.33198778,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,,,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",25.0,-1.42886,-48.49075,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",63.0,-20.638333,-51.109167,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",44.0,-11.38560609,-40.01004174,0
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",64.0,-17.694658,-42.52228,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",48.0,-3.61133186,-45.34258488,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-12.99279,-38.46543,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",51.0,-23.717175,-46.58640875,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",67.0,-26.86923243,-49.0739027,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-16.39833194,-49.23099453,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-18.45250818,-44.17324348,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",72.0,-19.92609,-44.09058317,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",74.0,-23.39471106,-45.00976191,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-18.95733302,-48.22655207,1
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",41.0,,,1
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",73.0,-23.64801,-46.71475,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-3.745886667,-38.53783,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-25.5150515,-49.1263035,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,-0.7175,-47.699722,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",69.0,-23.57694353,-46.56547118,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-22.9637858,-42.0244429,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",83.0,,,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-7.872939966,-34.90890205,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",60.0,,,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.16592,-51.51739,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-25.53556209,-49.0921207,1
ARTIGOS ELETRO,"DE R$ 788,00 A R$ 1.140,00",44.0,-6.320948525,-47.43230869,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-9.67111,-35.74325,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.89829422,-51.14473193,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",61.0,-23.40243824,-51.88534446,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",72.0,,,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",84.0,-21.74256059,-42.46209176,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-23.44953097,-47.46840935,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-31.75250055,-52.29676258,1
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",85.0,-23.50467,-46.49313,1
SERVICO,"MAIOR QUE R$ 7.600,00",54.0,-22.44819514,-43.47630057,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",33.0,-13.116667,-60.541667,1
SEM RAMO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,,,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-25.4768073,-49.31726108,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,-7.952875263,-36.20281368,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",41.0,-29.47880417,-51.95731772,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-25.48105131,-49.31140923,1
LOJA DE DEPART,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-3.098499333,-59.991066,1
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-27.49503263,-53.68555105,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",36.0,-7.258611,-64.798056,1
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-26.90472867,-49.09598667,1
SEM RAMO,"DE R$ 788,00 A R$ 1.140,00",46.0,-18.40560503,-49.24000832,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-22.8875609,-43.25938064,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-8.842535901,-69.2642814,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.90500284,-43.55674007,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",62.0,-6.513333,-41.584167,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-29.2,-51.19034,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-23.78569851,-54.28597501,1
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-12.67341869,-38.5434941,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-15.80060456,-47.94719124,1
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",61.0,-25.519835,-49.22387,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,,,1
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-25.50565449,-49.3252951,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-17.59081,-54.75026,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",61.0,-28.76124,-51.37762,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",,-21.7125,-44.444167,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-8.03778,-34.87668,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-25.507,-49.25853,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",62.0,-25.65629241,-49.31916835,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-12.92993,-38.46836,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",27.0,-3.209733333,-52.21120286,1
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-12.95499,-38.49273,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-25.50073,-49.25286,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",,-21.41413034,-45.95291525,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,,,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-29.58181387,-51.44225223,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",41.0,-22.52888385,-55.72947154,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",75.0,-19.78206878,-47.93809673,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-8.026157686,-34.90575703,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-3.408401818,-39.03010691,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",40.0,-4.584795609,-44.58492464,1
SERVICO,"MAIOR QUE R$ 7.600,00",,-22.9840971,-43.20812129,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",67.0,-23.60525,-46.725655,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-25.53658313,-49.27802875,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",37.0,-16.45517979,-54.62793557,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",59.0,-29.606389,-52.191944,1
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",47.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-3.969444,-38.528056,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",62.0,-25.4981,-49.33588,1
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",51.0,-25.49617,-49.24704,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",42.0,-4.450833,-49.116389,1
VAREJO,"MAIOR QUE R$ 7.600,00",73.0,-22.95732333,-43.19453333,1
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-29.37728224,-50.88039408,1
LOJA DE DEPART,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-12.87876864,-38.32355773,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-20.90862,-42.03035,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-30.1462832,-51.1996632,1
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-23.63124,-46.4475,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-16.4502894,-54.61568373,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",40.0,-7.219058049,-39.34089732,1
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",83.0,-18.81910294,-42.43846235,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",57.0,,,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",96.0,-18.81289,-42.70642,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",59.0,-22.97569,-43.19278,1
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",40.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-29.1884,-51.18667,1
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",58.0,-22.88444786,-43.58281429,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",61.0,-22.25827,-46.14814,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-16.7259125,-49.3842425,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",36.0,-1.470082286,-48.46528971,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-22.88243549,-43.57028331,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",34.0,-2.629464259,-56.73171815,1
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",43.0,-30.062675,-51.1595675,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",50.0,-23.68631,-46.59519,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-16.25989577,-47.96142,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",100.0,-22.91820625,-43.556585,1
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-16.0166372,-49.7981748,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",64.0,-23.48314,-46.80523333,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",38.0,-5.090846418,-38.36289343,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-12.97549,-38.43795,1
CIA AEREAS,"DE R$ 788,00 A R$ 1.140,00",75.0,-20.53796618,-43.98085964,1
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",55.0,-22.887535,-43.56085833,1
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",44.0,-17.34246793,-39.21804828,1
MOVEIS E DECOR,"DE R$ 788,00 A R$ 1.140,00",41.0,-11.475556,-37.755278,1
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",41.0,-22.86628,-43.51006,1
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-20.53069704,-43.69051185,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",48.0,,,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",60.0,-28.21396569,-51.51336686,1
VAREJO,"DE R$ 788,00 A R$ 1.140,00",69.0,-8.233333,-35.796944,1
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",46.0,-8.236595893,-35.75949839,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-25.42464404,-49.28367849,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",39.0,-27.5774,-48.53656,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",43.0,-12.21959,-38.96053,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",41.0,,,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",51.0,-19.12786645,-44.31730032,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",44.0,-15.93446742,-50.1435729,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",46.0,-21.97045565,-46.76969677,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-28.25971163,-52.40358898,1
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",49.0,-12.96669072,-38.49903848,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",66.0,-23.19721298,-49.38891277,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-16.66490141,-49.21656302,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",42.0,,,1
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-8.008988618,-34.8749788,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-16.72716857,-49.23423571,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-22.841535,-43.31742,1
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-1.3872875,-48.4078025,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",45.0,-9.834483548,-48.72598,1
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",49.0,-7.946730435,-36.21401,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",81.0,-19.95837772,-44.03518574,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",51.0,-7.952308873,-36.21665563,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-7.948401446,-36.21149398,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-12.96584333,-38.50446667,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-7.961749623,-36.20588528,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",38.0,-6.888333,-39.217778,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-8.03566,-34.87593,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",41.0,,,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",51.0,-25.646771,-49.3326865,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-12.37696,-38.38627,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-29.98315296,-51.08633426,1
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-25.41517385,-49.22774154,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-2.555696316,-44.16398184,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",57.0,-21.24744,-45.02485,1
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-3.05624765,-59.95044041,1
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-29.74081875,-52.42381594,1
SERVICO,"DE R$ 788,00 A R$ 1.140,00",36.0,-1.457382689,-48.44795605,1
