CONSUMO,RENDA,IDADE,LATITUDE,LONGITUDE,CLUSTER
AUTO PECAS,"DE R$ 3.800,00 A R$ 7.600,00",69.0,-21.796644,-48.174502,0
MOVEIS E DECOR,"DE R$ 3.800,00 A R$ 7.600,00",55.0,,,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",86.0,-20.70968524,-46.59984659,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",49.0,-12.97271194,-38.49882078,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-7.135540609,-34.87900756,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",81.0,-19.691111,-43.921973,0
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-21.37234035,-48.32390785,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-24.950685,-53.42492,0
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",48.0,-23.09136538,-52.47737615,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",83.0,-20.15946286,-44.87515762,0
LOJA DE DEPART,"DE R$ 788,00 A R$ 1.140,00",65.0,-20.89301793,-45.27476207,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",96.0,-7.302951538,-38.15263692,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-12.94704792,-38.47553406,0
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",61.0,-29.84765481,-51.16331401,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-16.50668837,-49.42997633,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",43.0,-7.08082074,-41.47618147,0
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-29.1925953,-51.1641083,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-7.304444,-38.150278,0
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",54.0,-22.7385815,-43.505867,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-30.07964,-51.21377,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-23.09693909,-52.48319182,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-12.94609083,-38.489525,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-23.08497,-52.43974,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,,,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",60.0,-20.07021,-44.58204,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,,,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-16.17908069,-50.43014222,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",41.0,-3.625,-39.508333,0
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",40.0,-0.852364164,-48.13575123,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-9.97769591,-55.18300958,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",53.0,,,0
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",41.0,-12.16955163,-51.51171388,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",107.0,-23.46994053,-46.55788,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-30.15963105,-50.20593105,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",39.0,,,0
M.O.T.O.,"DE R$ 788,00 A R$ 1.140,00",42.0,-15.67198,-56.09323,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-19.67745905,-44.88980095,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",75.0,-30.97293063,-54.67806813,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",69.0,-21.73833551,-48.12262416,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",70.0,-20.88282722,-45.27750759,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",67.0,-21.15333957,-47.80044696,0
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",61.0,-20.73209667,-46.62618212,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",90.0,-20.71553432,-46.60424919,0
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-9.978942856,-67.81113802,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-25.08249473,-50.13484632,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",53.0,-9.950278,-55.198333,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",74.0,-21.340278,-47.729444,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",64.0,-21.13165167,-47.81887667,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-20.75110598,-46.60630554,0
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",50.0,-19.90367114,-43.92609682,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-7.146565698,-34.85004503,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",88.0,-23.78526,-53.32967,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",70.0,-16.27264194,-56.64188214,0
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-29.92954211,-50.9736793,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-12.53196419,-55.72804032,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-23.30209,-51.18326,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",83.0,-20.34276125,-47.78597625,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-20.33487,-47.79978,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",63.0,-20.464444,-45.426389,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-15.83748,-48.05577,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-23.67304115,-46.7769126,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",50.0,-5.185014763,-39.28989944,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",93.0,-21.860833,-43.937222,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-29.90604,-51.21575,0
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",42.0,,,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,,,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-23.55473534,-46.83635316,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-20.90321811,-45.27104264,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-22.39778,-41.8085,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-7.5334,-46.03487,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-15.79611,-47.850655,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",91.0,-7.120095294,-34.89238912,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",42.0,-20.38762,-54.54916,0
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-7.190028526,-48.1994835,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",43.0,-14.31364,-39.31693,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-20.22579,-40.26636,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-12.98484448,-38.47264448,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-4.901629043,-43.3541223,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",33.0,,,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",48.0,-12.92293714,-38.44396,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",45.0,-22.92397443,-47.10900266,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-16.69352571,-49.333698,0
AUTO PECAS,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-3.134049154,-59.99030962,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-23.3973,-46.75546,0
HOTEIS,"DE R$ 3.800,00 A R$ 7.600,00",54.0,-20.22939667,-40.29029037,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",82.0,-19.73693911,-45.24385842,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-1.45545585,-48.46032378,0
ARTIGOS ELETRO,"DE R$ 788,00 A R$ 1.140,00",51.0,-23.3899427,-52.9371264,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",95.0,-7.129651549,-34.86016155,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-7.149945,-34.8427575,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-29.19163,-51.21552,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",74.0,-20.70292429,-44.82014893,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",49.0,-20.696389,-44.827222,0
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",41.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,,,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",50.0,-20.69813404,-44.85127061,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-9.411314444,-40.50218778,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-21.81282,-54.53547,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",62.0,-19.36009306,-40.04949653,0
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",49.0,-12.96805245,-39.25702017,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",57.0,-29.2013,-54.87646,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",54.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,,,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-20.47563833,-55.77725933,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-21.48420194,-47.36432323,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",51.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-6.852729375,-35.38124313,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-30.11733,-51.20464,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-12.430556,-38.327778,0
HOTEIS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,,,0
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",40.0,-16.67778,-49.24695,0
RESTAURANTE,"MAIOR QUE R$ 7.600,00",64.0,-21.18501424,-47.80249727,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",70.0,-20.54361,-54.67052,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",51.0,-6.850419286,-35.4886219,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-20.14983679,-44.90255802,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",57.0,-20.7044756,-44.9879792,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",53.0,-20.70406523,-44.82025432,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",80.0,-25.435882,-53.410064,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-12.90062,-38.31413,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-20.69498556,-44.83602444,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",97.0,,,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",92.0,-6.642665128,-35.79093051,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-12.95464167,-38.43758778,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",39.0,-2.503421097,-44.22351899,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",57.0,-20.464444,-45.426389,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",107.0,-20.464444,-45.426389,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",69.0,-20.44539286,-45.56047202,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",82.0,,,0
FARMACIAS,"MAIOR QUE R$ 7.600,00",69.0,-22.98403,-43.2092,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",39.0,-23.31549,-51.16397,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-11.35682594,-38.32878473,0
M.O.T.O.,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-20.17332043,-44.85281696,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-20.16049,-44.93538,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",50.0,-12.36203714,-38.36453714,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",102.0,-20.71826,-46.60114,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",52.0,-23.17684925,-50.63839194,0
HOTEIS,"DE R$ 3.800,00 A R$ 7.600,00",34.0,-3.20809,-52.21543,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",46.0,,,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",91.0,-20.73348084,-48.06297262,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",90.0,-23.40255286,-51.93328141,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-23.40737821,-51.94164538,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-12.88312571,-38.47272,0
POSTO DE GAS,"DE R$ 3.800,00 A R$ 7.600,00",38.0,-3.715606111,-38.55612648,0
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,,,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",53.0,-20.85677547,-41.10684313,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-3.862856591,-38.57649886,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",42.0,-29.93458013,-50.99577236,0
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",54.0,-20.847355,-41.1271475,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",43.0,-3.848733529,-38.61786412,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",49.0,-12.95370853,-38.45753353,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",54.0,-20.8536,-41.1094,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-30.01136333,-51.15317,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",74.0,-29.66406293,-50.78312317,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",44.0,,,0
SUPERMERCADOS,"MAIOR QUE R$ 7.600,00",56.0,-20.33002794,-40.28046397,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",86.0,-15.82290194,-50.62249134,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",83.0,,,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-27.614722,-52.843611,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-23.42186,-51.94484619,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",64.0,-21.69793112,-47.47305337,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",82.0,-21.698182,-47.49150467,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",62.0,-23.40214497,-51.90948599,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",86.0,-21.7071292,-47.4743092,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",80.0,-20.264,-40.26764,0
MOVEIS E DECOR,"DE R$ 1.900,00 A R$ 3.800,00",56.0,-20.339385,-40.2988775,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-21.93485243,-48.00600435,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",53.0,-29.9573872,-51.16797424,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",67.0,,,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-12.97532241,-38.44030621,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",46.0,-1.415833333,-48.46573444,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",77.0,-20.47539361,-45.4293782,0
POSTO DE GAS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-29.63202577,-49.9431853,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-7.032976808,-37.27681088,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",56.0,-20.30083222,-40.36500778,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-10.908794,-37.084346,0
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",43.0,-29.66663464,-50.77861965,0
VAREJO,"DE R$ 1.900,00 A R$ 3.800,00",67.0,-28.62706,-53.090155,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-12.98113741,-38.51439444,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",49.0,-20.47519426,-45.42066362,0
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",65.0,-20.54682718,-47.38407129,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-12.37794462,-38.38231615,0
SUPERMERCADOS,"DE R$ 788,00 A R$ 1.140,00",96.0,-19.38584,-40.067072,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",38.0,-16.34535143,-48.92262286,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",64.0,,,0
VESTUARIO,"DE R$ 788,00 A R$ 1.140,00",58.0,,,0
AGENCIA DE TUR,"DE R$ 788,00 A R$ 1.140,00",33.0,-11.693611,-62.711389,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-8.74641037,-63.87897815,0
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-23.50790833,-46.46322641,0
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",35.0,-17.55091136,-39.74487273,0
AGENCIA DE TUR,"DE R$ 788,00 A R$ 1.140,00",66.0,-14.46326194,-48.45458917,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-14.157545,-48.07236,0
RESTAURANTE,"DE R$ 788,00 A R$ 1.140,00",58.0,,,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",46.0,-3.900430847,-42.2372339,0
FARMACIAS,"DE R$ 788,00 A R$ 1.140,00",48.0,-20.91199095,-46.99280333,0
VESTUARIO,"DE R$ 1.900,00 A R$ 3.800,00",49.0,-20.9065,-46.97775,0
RESTAURANTE,"DE R$ 3.800,00 A R$ 7.600,00",44.0,-12.97690816,-38.47112466,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-6.065667013,-49.91317688,0
VAREJO,"DE R$ 3.800,00 A R$ 7.600,00",46.0,-13.003828,-38.514154,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",59.0,-23.69815,-46.61116,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-29.586667,-51.375556,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",49.0,,,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",54.0,-25.36072642,-54.24544418,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-4.888075762,-43.35150857,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-30.0878,-51.084,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",42.0,,,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-1.942263529,-54.72672471,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",81.0,-20.6500625,-44.4895725,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",33.0,-3.11895,-59.98272,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",68.0,-24.85827107,-54.33086226,0
ARTIGOS ELETRO,"DE R$ 3.800,00 A R$ 7.600,00",81.0,-30.011945,-51.14619409,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",40.0,-3.339952132,-40.99093191,0
TRANS FINANC,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-19.871018,-43.91487,0
ARTIGOS ELETRO,"DE R$ 1.900,00 A R$ 3.800,00",73.0,-21.18633,-47.79292,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-12.7936,-38.39996,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-7.194235484,-48.18534633,0
POSTO DE GAS,"DE R$ 788,00 A R$ 1.140,00",71.0,-27.87846,-54.48521,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-7.200818889,-34.85185083,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",74.0,-3.812781343,-40.8778803,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",83.0,-19.97569692,-44.38529538,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",46.0,,,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",77.0,-20.58884591,-47.87034067,0
SUPERMERCADOS,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-20.56819822,-47.86738836,0
VESTUARIO,"DE R$ 3.800,00 A R$ 7.600,00",69.0,-20.57699,-47.86299,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",56.0,-18.593333,-39.732222,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",58.0,-25.34381119,-54.23255833,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-19.86875731,-44.58803134,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",37.0,,,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",59.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",54.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",44.0,-28.284764,-52.381864,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",41.0,-17.78558946,-50.94395432,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-7.145475789,-34.88934737,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",34.0,-6.068463,-49.90513375,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-1.419667944,-48.48189396,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",59.0,-15.429444,-39.334167,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-19.78965534,-45.66860582,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",70.0,-21.68464842,-48.08435702,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-25.50373,-54.5911,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",48.0,-10.90068786,-37.05523552,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",52.0,-19.3162181,-46.04998684,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",50.0,-19.79729082,-45.68679041,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",92.0,-17.14265,-49.98768,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-29.12880299,-51.1715253,0
SUPERMERCADOS,"DE R$ 3.800,00 A R$ 7.600,00",63.0,-23.52358282,-46.62867385,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",49.0,-19.463333,-45.601667,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-20.07265523,-44.60821355,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",41.0,-19.97641071,-43.97263994,0
FARMACIAS,"DE R$ 3.800,00 A R$ 7.600,00",40.0,-4.789814118,-40.06083353,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-7.183580816,-34.8422698,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-31.74575408,-52.39466014,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",73.0,-25.28426273,-54.10774909,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",47.0,-6.85386,-35.49051571,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",45.0,-7.178058318,-34.84557766,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",69.0,-17.731111,-49.099444,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",64.0,-21.78029154,-48.18910692,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",66.0,-15.5840885,-56.0609605,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",76.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-29.365556,-50.815556,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-10.93556333,-37.079735,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",57.0,-22.87409336,-43.58474242,0
JOALHERIA,"DE R$ 3.800,00 A R$ 7.600,00",60.0,-20.47772455,-45.42831333,0
M.O.T.O.,"DE R$ 1.900,00 A R$ 3.800,00",40.0,-1.36615,-48.42883,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",54.0,-29.530556,-51.248056,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",33.0,,,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",40.0,,,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",43.0,-30.04457,-51.22352,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",45.0,-12.97307,-38.46184,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",50.0,-7.709848958,-38.15862104,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",46.0,-23.40615541,-51.91298649,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",47.0,-20.13626526,-44.86699316,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",46.0,-15.61032743,-57.91393371,0
VAREJO,"DE R$ 788,00 A R$ 1.140,00",48.0,-22.17496345,-47.36820214,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",47.0,-23.51217341,-47.40563183,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",50.0,-10.53873949,-37.44193077,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",40.0,-0.744475882,-48.02327412,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",64.0,-6.483611,-36.153611,0
RESTAURANTE,"DE R$ 1.900,00 A R$ 3.800,00",64.0,-25.29661,-54.08531267,0
SERVICO,"DE R$ 1.900,00 A R$ 3.800,00",51.0,-25.40901778,-54.03958278,0
FARMACIAS,"DE R$ 1.900,00 A R$ 3.800,00",37.0,-2.532222,-44.1075,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",39.0,-7.24335,-39.43019933,0
SERVICO,"DE R$ 3.800,00 A R$ 7.600,00",48.0,-7.18401,-48.22524,0
SERVICO,"DE R$ 788,00 A R$ 1.140,00",91.0,,,0
